"ASCOLTO_ID","PALINSESTO_ID","PROGRAMMA_ID","DATA_RILEVAZIONE","FASCIA_ORARIA","REGIONE","TELESPETTATORI","SHARE_PERCENTUALE","TARGET_COMMERCIALE","DISPOSITIVO"
1441,145,5,"2024-03-14","Pomeriggio","Calabria",1147611,16.00,"Responsabili Acquisto","Streaming"
1442,145,5,"2024-03-14","Pomeriggio","Campania",520870,6.00,"Tutti","Streaming"
1443,145,5,"2024-03-14","Pomeriggio","Emilia-Romagna",1869292,20.00,"Adulti 25-54","TV Tradizionale"
1444,145,5,"2024-03-14","Pomeriggio","Lazio",1898719,28.00,"Tutti","Smart TV"
1445,145,5,"2024-03-14","Pomeriggio","Lombardia",639786,7.00,"Tutti","Smart TV"
1446,145,5,"2024-03-14","Pomeriggio","Piemonte",469119,18.00,"Responsabili Acquisto","TV Tradizionale"
1447,145,5,"2024-03-14","Pomeriggio","Puglia",134775,33.00,"Responsabili Acquisto","Smart TV"
1448,145,5,"2024-03-14","Pomeriggio","Sicilia",1413379,23.00,"Giovani 15-34","TV Tradizionale"
1449,145,5,"2024-03-14","Pomeriggio","Toscana",535602,19.00,"Tutti","Streaming"
1450,145,5,"2024-03-14","Pomeriggio","Veneto",831712,31.00,"Responsabili Acquisto","Streaming"
1451,146,5,"2024-03-17","Pomeriggio","Calabria",1881734,26.00,"Responsabili Acquisto","Streaming"
1452,146,5,"2024-03-17","Pomeriggio","Campania",210816,24.00,"Responsabili Acquisto","Streaming"
1453,146,5,"2024-03-17","Pomeriggio","Emilia-Romagna",1860221,19.00,"Tutti","TV Tradizionale"
1454,146,5,"2024-03-17","Pomeriggio","Lazio",490591,35.00,"Giovani 15-34","Smart TV"
1455,146,5,"2024-03-17","Pomeriggio","Lombardia",1419147,6.00,"Adulti 25-54","Smart TV"
1456,146,5,"2024-03-17","Pomeriggio","Piemonte",1539997,30.00,"Responsabili Acquisto","TV Tradizionale"
1457,146,5,"2024-03-17","Pomeriggio","Puglia",1454015,32.00,"Adulti 25-54","Smart TV"
1458,146,5,"2024-03-17","Pomeriggio","Sicilia",1848099,34.00,"Responsabili Acquisto","TV Tradizionale"
1459,146,5,"2024-03-17","Pomeriggio","Toscana",1743389,11.00,"Tutti","Streaming"
1460,146,5,"2024-03-17","Pomeriggio","Veneto",252741,30.00,"Responsabili Acquisto","Streaming"
1461,147,5,"2024-03-20","Pomeriggio","Calabria",1630669,7.00,"Tutti","Streaming"
1462,147,5,"2024-03-20","Pomeriggio","Campania",1333490,26.00,"Tutti","Streaming"
1463,147,5,"2024-03-20","Pomeriggio","Emilia-Romagna",1852301,10.00,"Tutti","TV Tradizionale"
1464,147,5,"2024-03-20","Pomeriggio","Lazio",1979173,20.00,"Adulti 25-54","Smart TV"
1465,147,5,"2024-03-20","Pomeriggio","Lombardia",1722724,30.00,"Tutti","Smart TV"
1466,147,5,"2024-03-20","Pomeriggio","Piemonte",1085126,29.00,"Giovani 15-34","TV Tradizionale"
1467,147,5,"2024-03-20","Pomeriggio","Puglia",181850,14.00,"Giovani 15-34","Smart TV"
1468,147,5,"2024-03-20","Pomeriggio","Sicilia",1625184,24.00,"Responsabili Acquisto","TV Tradizionale"
1469,147,5,"2024-03-20","Pomeriggio","Toscana",964677,31.00,"Tutti","Streaming"
1470,147,5,"2024-03-20","Pomeriggio","Veneto",1136690,11.00,"Tutti","Streaming"
1471,148,5,"2024-03-23","Pomeriggio","Calabria",328886,11.00,"Adulti 25-54","Streaming"
1472,148,5,"2024-03-23","Pomeriggio","Campania",1288133,29.00,"Responsabili Acquisto","Streaming"
1473,148,5,"2024-03-23","Pomeriggio","Emilia-Romagna",1226298,9.00,"Giovani 15-34","TV Tradizionale"
1474,148,5,"2024-03-23","Pomeriggio","Lazio",1777513,14.00,"Giovani 15-34","Smart TV"
1475,148,5,"2024-03-23","Pomeriggio","Lombardia",430835,25.00,"Tutti","Smart TV"
1476,148,5,"2024-03-23","Pomeriggio","Piemonte",1170651,30.00,"Adulti 25-54","TV Tradizionale"
1477,148,5,"2024-03-23","Pomeriggio","Puglia",175246,8.00,"Responsabili Acquisto","Smart TV"
1478,148,5,"2024-03-23","Pomeriggio","Sicilia",696638,26.00,"Giovani 15-34","TV Tradizionale"
1479,148,5,"2024-03-23","Pomeriggio","Toscana",1967312,30.00,"Responsabili Acquisto","Streaming"
1480,148,5,"2024-03-23","Pomeriggio","Veneto",1108885,33.00,"Adulti 25-54","Streaming"
1481,149,5,"2024-03-26","Pomeriggio","Calabria",1009241,21.00,"Adulti 25-54","Streaming"
1482,149,5,"2024-03-26","Pomeriggio","Campania",1103344,5.00,"Adulti 25-54","Streaming"
1483,149,5,"2024-03-26","Pomeriggio","Emilia-Romagna",1864099,16.00,"Responsabili Acquisto","TV Tradizionale"
1484,149,5,"2024-03-26","Pomeriggio","Lazio",1468745,13.00,"Tutti","Smart TV"
1485,149,5,"2024-03-26","Pomeriggio","Lombardia",1340971,14.00,"Giovani 15-34","Smart TV"
1486,149,5,"2024-03-26","Pomeriggio","Piemonte",65334,20.00,"Tutti","TV Tradizionale"
1487,149,5,"2024-03-26","Pomeriggio","Puglia",596599,27.00,"Adulti 25-54","Smart TV"
1488,149,5,"2024-03-26","Pomeriggio","Sicilia",997586,16.00,"Adulti 25-54","TV Tradizionale"
1489,149,5,"2024-03-26","Pomeriggio","Toscana",176389,22.00,"Adulti 25-54","Streaming"
1490,149,5,"2024-03-26","Pomeriggio","Veneto",1058743,23.00,"Giovani 15-34","Streaming"
1491,150,5,"2024-03-29","Pomeriggio","Calabria",949887,30.00,"Adulti 25-54","Streaming"
1492,150,5,"2024-03-29","Pomeriggio","Campania",708844,10.00,"Tutti","Streaming"
1493,150,5,"2024-03-29","Pomeriggio","Emilia-Romagna",383442,25.00,"Giovani 15-34","TV Tradizionale"
1494,150,5,"2024-03-29","Pomeriggio","Lazio",1647018,29.00,"Giovani 15-34","Smart TV"
1495,150,5,"2024-03-29","Pomeriggio","Lombardia",1869717,34.00,"Giovani 15-34","Smart TV"
1496,150,5,"2024-03-29","Pomeriggio","Piemonte",945240,34.00,"Adulti 25-54","TV Tradizionale"
1497,150,5,"2024-03-29","Pomeriggio","Puglia",1923551,11.00,"Giovani 15-34","Smart TV"
1498,150,5,"2024-03-29","Pomeriggio","Sicilia",1433738,12.00,"Tutti","TV Tradizionale"
1499,150,5,"2024-03-29","Pomeriggio","Toscana",1856943,12.00,"Giovani 15-34","Streaming"
1500,150,5,"2024-03-29","Pomeriggio","Veneto",363611,23.00,"Responsabili Acquisto","Streaming"
1501,151,6,"2024-01-01","Prime Time","Calabria",1111288,33.00,"Responsabili Acquisto","Streaming"
1502,151,6,"2024-01-01","Prime Time","Campania",1177939,23.00,"Adulti 25-54","Streaming"
1503,151,6,"2024-01-01","Prime Time","Emilia-Romagna",975169,8.00,"Giovani 15-34","TV Tradizionale"
1504,151,6,"2024-01-01","Prime Time","Lazio",1590344,29.00,"Giovani 15-34","Smart TV"
1505,151,6,"2024-01-01","Prime Time","Lombardia",389344,25.00,"Tutti","Smart TV"
1506,151,6,"2024-01-01","Prime Time","Piemonte",1270171,20.00,"Giovani 15-34","TV Tradizionale"
1507,151,6,"2024-01-01","Prime Time","Puglia",1163748,32.00,"Tutti","Smart TV"
1508,151,6,"2024-01-01","Prime Time","Sicilia",134570,27.00,"Giovani 15-34","TV Tradizionale"
1509,151,6,"2024-01-01","Prime Time","Toscana",1543924,27.00,"Responsabili Acquisto","Streaming"
1510,151,6,"2024-01-01","Prime Time","Veneto",780034,8.00,"Responsabili Acquisto","Streaming"
1511,152,6,"2024-01-04","Prime Time","Calabria",1464955,34.00,"Tutti","Streaming"
1512,152,6,"2024-01-04","Prime Time","Campania",686033,29.00,"Responsabili Acquisto","Streaming"
1513,152,6,"2024-01-04","Prime Time","Emilia-Romagna",1463311,6.00,"Tutti","TV Tradizionale"
1514,152,6,"2024-01-04","Prime Time","Lazio",1792164,28.00,"Tutti","Smart TV"
1515,152,6,"2024-01-04","Prime Time","Lombardia",1050294,29.00,"Giovani 15-34","Smart TV"
1516,152,6,"2024-01-04","Prime Time","Piemonte",787703,32.00,"Giovani 15-34","TV Tradizionale"
1517,152,6,"2024-01-04","Prime Time","Puglia",1430209,31.00,"Giovani 15-34","Smart TV"
1518,152,6,"2024-01-04","Prime Time","Sicilia",877791,30.00,"Giovani 15-34","TV Tradizionale"
1519,152,6,"2024-01-04","Prime Time","Toscana",1754787,19.00,"Adulti 25-54","Streaming"
1520,152,6,"2024-01-04","Prime Time","Veneto",1760225,6.00,"Giovani 15-34","Streaming"
1521,153,6,"2024-01-07","Prime Time","Calabria",1338893,25.00,"Responsabili Acquisto","Streaming"
1522,153,6,"2024-01-07","Prime Time","Campania",1529367,20.00,"Adulti 25-54","Streaming"
1523,153,6,"2024-01-07","Prime Time","Emilia-Romagna",1367609,28.00,"Tutti","TV Tradizionale"
1524,153,6,"2024-01-07","Prime Time","Lazio",54666,12.00,"Adulti 25-54","Smart TV"
1525,153,6,"2024-01-07","Prime Time","Lombardia",101477,28.00,"Giovani 15-34","Smart TV"
1526,153,6,"2024-01-07","Prime Time","Piemonte",762891,14.00,"Responsabili Acquisto","TV Tradizionale"
1527,153,6,"2024-01-07","Prime Time","Puglia",1427023,25.00,"Responsabili Acquisto","Smart TV"
1528,153,6,"2024-01-07","Prime Time","Sicilia",611465,19.00,"Giovani 15-34","TV Tradizionale"
1529,153,6,"2024-01-07","Prime Time","Toscana",919763,11.00,"Giovani 15-34","Streaming"
1530,153,6,"2024-01-07","Prime Time","Veneto",991432,15.00,"Tutti","Streaming"
1531,154,6,"2024-01-10","Prime Time","Calabria",383905,17.00,"Responsabili Acquisto","Streaming"
1532,154,6,"2024-01-10","Prime Time","Campania",468791,34.00,"Adulti 25-54","Streaming"
1533,154,6,"2024-01-10","Prime Time","Emilia-Romagna",1197764,16.00,"Tutti","TV Tradizionale"
1534,154,6,"2024-01-10","Prime Time","Lazio",283150,34.00,"Tutti","Smart TV"
1535,154,6,"2024-01-10","Prime Time","Lombardia",675073,25.00,"Tutti","Smart TV"
1536,154,6,"2024-01-10","Prime Time","Piemonte",749268,15.00,"Responsabili Acquisto","TV Tradizionale"
1537,154,6,"2024-01-10","Prime Time","Puglia",1349617,12.00,"Responsabili Acquisto","Smart TV"
1538,154,6,"2024-01-10","Prime Time","Sicilia",1734319,31.00,"Responsabili Acquisto","TV Tradizionale"
1539,154,6,"2024-01-10","Prime Time","Toscana",767404,17.00,"Tutti","Streaming"
1540,154,6,"2024-01-10","Prime Time","Veneto",1870503,32.00,"Responsabili Acquisto","Streaming"
1541,155,6,"2024-01-13","Prime Time","Calabria",1338203,15.00,"Tutti","Streaming"
1542,155,6,"2024-01-13","Prime Time","Campania",1776668,32.00,"Responsabili Acquisto","Streaming"
1543,155,6,"2024-01-13","Prime Time","Emilia-Romagna",1533259,32.00,"Tutti","TV Tradizionale"
1544,155,6,"2024-01-13","Prime Time","Lazio",1354908,22.00,"Tutti","Smart TV"
1545,155,6,"2024-01-13","Prime Time","Lombardia",1748109,26.00,"Tutti","Smart TV"
1546,155,6,"2024-01-13","Prime Time","Piemonte",821187,18.00,"Giovani 15-34","TV Tradizionale"
1547,155,6,"2024-01-13","Prime Time","Puglia",1040416,20.00,"Adulti 25-54","Smart TV"
1548,155,6,"2024-01-13","Prime Time","Sicilia",1779104,14.00,"Responsabili Acquisto","TV Tradizionale"
1549,155,6,"2024-01-13","Prime Time","Toscana",1054382,24.00,"Responsabili Acquisto","Streaming"
1550,155,6,"2024-01-13","Prime Time","Veneto",1676280,30.00,"Giovani 15-34","Streaming"
1551,156,6,"2024-01-16","Prime Time","Calabria",1983079,8.00,"Adulti 25-54","Streaming"
1552,156,6,"2024-01-16","Prime Time","Campania",857327,28.00,"Responsabili Acquisto","Streaming"
1553,156,6,"2024-01-16","Prime Time","Emilia-Romagna",816197,11.00,"Giovani 15-34","TV Tradizionale"
1554,156,6,"2024-01-16","Prime Time","Lazio",1169262,32.00,"Responsabili Acquisto","Smart TV"
1555,156,6,"2024-01-16","Prime Time","Lombardia",1020948,16.00,"Tutti","Smart TV"
1556,156,6,"2024-01-16","Prime Time","Piemonte",205506,15.00,"Responsabili Acquisto","TV Tradizionale"
1557,156,6,"2024-01-16","Prime Time","Puglia",698536,32.00,"Giovani 15-34","Smart TV"
1558,156,6,"2024-01-16","Prime Time","Sicilia",1046395,19.00,"Responsabili Acquisto","TV Tradizionale"
1559,156,6,"2024-01-16","Prime Time","Toscana",1284247,28.00,"Responsabili Acquisto","Streaming"
1560,156,6,"2024-01-16","Prime Time","Veneto",1684321,31.00,"Giovani 15-34","Streaming"
1561,157,6,"2024-01-19","Prime Time","Calabria",910932,30.00,"Giovani 15-34","Streaming"
1562,157,6,"2024-01-19","Prime Time","Campania",532787,17.00,"Responsabili Acquisto","Streaming"
1563,157,6,"2024-01-19","Prime Time","Emilia-Romagna",1026915,35.00,"Responsabili Acquisto","TV Tradizionale"
1564,157,6,"2024-01-19","Prime Time","Lazio",1675153,23.00,"Responsabili Acquisto","Smart TV"
1565,157,6,"2024-01-19","Prime Time","Lombardia",388948,19.00,"Adulti 25-54","Smart TV"
1566,157,6,"2024-01-19","Prime Time","Piemonte",234438,9.00,"Giovani 15-34","TV Tradizionale"
1567,157,6,"2024-01-19","Prime Time","Puglia",268896,18.00,"Adulti 25-54","Smart TV"
1568,157,6,"2024-01-19","Prime Time","Sicilia",1083402,26.00,"Giovani 15-34","TV Tradizionale"
1569,157,6,"2024-01-19","Prime Time","Toscana",295396,31.00,"Giovani 15-34","Streaming"
1570,157,6,"2024-01-19","Prime Time","Veneto",744096,31.00,"Tutti","Streaming"
1571,158,6,"2024-01-22","Prime Time","Calabria",1503568,24.00,"Giovani 15-34","Streaming"
1572,158,6,"2024-01-22","Prime Time","Campania",126077,15.00,"Responsabili Acquisto","Streaming"
1573,158,6,"2024-01-22","Prime Time","Emilia-Romagna",1759193,24.00,"Tutti","TV Tradizionale"
1574,158,6,"2024-01-22","Prime Time","Lazio",1071097,30.00,"Giovani 15-34","Smart TV"
1575,158,6,"2024-01-22","Prime Time","Lombardia",288165,10.00,"Tutti","Smart TV"
1576,158,6,"2024-01-22","Prime Time","Piemonte",1349299,31.00,"Giovani 15-34","TV Tradizionale"
1577,158,6,"2024-01-22","Prime Time","Puglia",68537,29.00,"Responsabili Acquisto","Smart TV"
1578,158,6,"2024-01-22","Prime Time","Sicilia",709132,24.00,"Giovani 15-34","TV Tradizionale"
1579,158,6,"2024-01-22","Prime Time","Toscana",782863,18.00,"Giovani 15-34","Streaming"
1580,158,6,"2024-01-22","Prime Time","Veneto",1748760,33.00,"Giovani 15-34","Streaming"
1581,159,6,"2024-01-25","Prime Time","Calabria",1150972,35.00,"Tutti","Streaming"
1582,159,6,"2024-01-25","Prime Time","Campania",1525072,6.00,"Adulti 25-54","Streaming"
1583,159,6,"2024-01-25","Prime Time","Emilia-Romagna",1716033,32.00,"Giovani 15-34","TV Tradizionale"
1584,159,6,"2024-01-25","Prime Time","Lazio",859389,5.00,"Giovani 15-34","Smart TV"
1585,159,6,"2024-01-25","Prime Time","Lombardia",1356788,23.00,"Adulti 25-54","Smart TV"
1586,159,6,"2024-01-25","Prime Time","Piemonte",250116,5.00,"Adulti 25-54","TV Tradizionale"
1587,159,6,"2024-01-25","Prime Time","Puglia",370244,27.00,"Adulti 25-54","Smart TV"
1588,159,6,"2024-01-25","Prime Time","Sicilia",1817569,10.00,"Tutti","TV Tradizionale"
1589,159,6,"2024-01-25","Prime Time","Toscana",1183668,12.00,"Tutti","Streaming"
1590,159,6,"2024-01-25","Prime Time","Veneto",352988,7.00,"Tutti","Streaming"
1591,160,6,"2024-01-28","Prime Time","Calabria",1180015,22.00,"Responsabili Acquisto","Streaming"
1592,160,6,"2024-01-28","Prime Time","Campania",1346208,7.00,"Tutti","Streaming"
1593,160,6,"2024-01-28","Prime Time","Emilia-Romagna",1477469,25.00,"Tutti","TV Tradizionale"
1594,160,6,"2024-01-28","Prime Time","Lazio",1104044,26.00,"Giovani 15-34","Smart TV"
1595,160,6,"2024-01-28","Prime Time","Lombardia",949507,30.00,"Responsabili Acquisto","Smart TV"
1596,160,6,"2024-01-28","Prime Time","Piemonte",1411693,22.00,"Responsabili Acquisto","TV Tradizionale"
1597,160,6,"2024-01-28","Prime Time","Puglia",455588,7.00,"Giovani 15-34","Smart TV"
1598,160,6,"2024-01-28","Prime Time","Sicilia",1453566,7.00,"Adulti 25-54","TV Tradizionale"
1599,160,6,"2024-01-28","Prime Time","Toscana",618380,5.00,"Adulti 25-54","Streaming"
1600,160,6,"2024-01-28","Prime Time","Veneto",94896,29.00,"Tutti","Streaming"
1601,161,6,"2024-01-31","Prime Time","Calabria",577157,5.00,"Tutti","Streaming"
1602,161,6,"2024-01-31","Prime Time","Campania",1739124,29.00,"Giovani 15-34","Streaming"
1603,161,6,"2024-01-31","Prime Time","Emilia-Romagna",1511647,20.00,"Giovani 15-34","TV Tradizionale"
1604,161,6,"2024-01-31","Prime Time","Lazio",1421662,16.00,"Adulti 25-54","Smart TV"
1605,161,6,"2024-01-31","Prime Time","Lombardia",1263552,26.00,"Tutti","Smart TV"
1606,161,6,"2024-01-31","Prime Time","Piemonte",1061754,32.00,"Responsabili Acquisto","TV Tradizionale"
1607,161,6,"2024-01-31","Prime Time","Puglia",125935,32.00,"Giovani 15-34","Smart TV"
1608,161,6,"2024-01-31","Prime Time","Sicilia",130613,6.00,"Adulti 25-54","TV Tradizionale"
1609,161,6,"2024-01-31","Prime Time","Toscana",466932,18.00,"Tutti","Streaming"
1610,161,6,"2024-01-31","Prime Time","Veneto",519906,9.00,"Giovani 15-34","Streaming"
1611,162,6,"2024-02-03","Prime Time","Calabria",1564262,9.00,"Giovani 15-34","Streaming"
1612,162,6,"2024-02-03","Prime Time","Campania",887209,23.00,"Adulti 25-54","Streaming"
1613,162,6,"2024-02-03","Prime Time","Emilia-Romagna",1216379,5.00,"Adulti 25-54","TV Tradizionale"
1614,162,6,"2024-02-03","Prime Time","Lazio",664977,15.00,"Responsabili Acquisto","Smart TV"
1615,162,6,"2024-02-03","Prime Time","Lombardia",108251,30.00,"Responsabili Acquisto","Smart TV"
1616,162,6,"2024-02-03","Prime Time","Piemonte",1004390,31.00,"Responsabili Acquisto","TV Tradizionale"
1617,162,6,"2024-02-03","Prime Time","Puglia",1517003,21.00,"Tutti","Smart TV"
1618,162,6,"2024-02-03","Prime Time","Sicilia",1712095,24.00,"Giovani 15-34","TV Tradizionale"
1619,162,6,"2024-02-03","Prime Time","Toscana",1521632,18.00,"Tutti","Streaming"
1620,162,6,"2024-02-03","Prime Time","Veneto",1608541,16.00,"Adulti 25-54","Streaming"
1621,163,6,"2024-02-06","Prime Time","Calabria",75138,20.00,"Tutti","Streaming"
1622,163,6,"2024-02-06","Prime Time","Campania",1596536,12.00,"Responsabili Acquisto","Streaming"
1623,163,6,"2024-02-06","Prime Time","Emilia-Romagna",1799834,11.00,"Giovani 15-34","TV Tradizionale"
1624,163,6,"2024-02-06","Prime Time","Lazio",710961,6.00,"Adulti 25-54","Smart TV"
1625,163,6,"2024-02-06","Prime Time","Lombardia",1678192,28.00,"Adulti 25-54","Smart TV"
1626,163,6,"2024-02-06","Prime Time","Piemonte",553490,23.00,"Adulti 25-54","TV Tradizionale"
1627,163,6,"2024-02-06","Prime Time","Puglia",219237,29.00,"Responsabili Acquisto","Smart TV"
1628,163,6,"2024-02-06","Prime Time","Sicilia",342546,24.00,"Giovani 15-34","TV Tradizionale"
1629,163,6,"2024-02-06","Prime Time","Toscana",400490,24.00,"Giovani 15-34","Streaming"
1630,163,6,"2024-02-06","Prime Time","Veneto",1453546,7.00,"Tutti","Streaming"
1631,164,6,"2024-02-09","Prime Time","Calabria",392566,35.00,"Giovani 15-34","Streaming"
1632,164,6,"2024-02-09","Prime Time","Campania",1417044,10.00,"Adulti 25-54","Streaming"
1633,164,6,"2024-02-09","Prime Time","Emilia-Romagna",123569,35.00,"Responsabili Acquisto","TV Tradizionale"
1634,164,6,"2024-02-09","Prime Time","Lazio",1405721,10.00,"Responsabili Acquisto","Smart TV"
1635,164,6,"2024-02-09","Prime Time","Lombardia",1497573,13.00,"Tutti","Smart TV"
1636,164,6,"2024-02-09","Prime Time","Piemonte",1902919,15.00,"Responsabili Acquisto","TV Tradizionale"
1637,164,6,"2024-02-09","Prime Time","Puglia",1795517,19.00,"Adulti 25-54","Smart TV"
1638,164,6,"2024-02-09","Prime Time","Sicilia",1246897,13.00,"Tutti","TV Tradizionale"
1639,164,6,"2024-02-09","Prime Time","Toscana",1988071,17.00,"Responsabili Acquisto","Streaming"
1640,164,6,"2024-02-09","Prime Time","Veneto",1512786,28.00,"Tutti","Streaming"
1641,165,6,"2024-02-12","Prime Time","Calabria",914471,12.00,"Tutti","Streaming"
1642,165,6,"2024-02-12","Prime Time","Campania",654787,26.00,"Giovani 15-34","Streaming"
1643,165,6,"2024-02-12","Prime Time","Emilia-Romagna",503256,34.00,"Tutti","TV Tradizionale"
1644,165,6,"2024-02-12","Prime Time","Lazio",1283878,27.00,"Tutti","Smart TV"
1645,165,6,"2024-02-12","Prime Time","Lombardia",801641,29.00,"Tutti","Smart TV"
1646,165,6,"2024-02-12","Prime Time","Piemonte",500328,18.00,"Adulti 25-54","TV Tradizionale"
1647,165,6,"2024-02-12","Prime Time","Puglia",1220217,22.00,"Giovani 15-34","Smart TV"
1648,165,6,"2024-02-12","Prime Time","Sicilia",652453,31.00,"Tutti","TV Tradizionale"
1649,165,6,"2024-02-12","Prime Time","Toscana",908511,22.00,"Giovani 15-34","Streaming"
1650,165,6,"2024-02-12","Prime Time","Veneto",538175,26.00,"Responsabili Acquisto","Streaming"
1651,166,6,"2024-02-15","Prime Time","Calabria",668399,6.00,"Adulti 25-54","Streaming"
1652,166,6,"2024-02-15","Prime Time","Campania",1473104,7.00,"Adulti 25-54","Streaming"
1653,166,6,"2024-02-15","Prime Time","Emilia-Romagna",1282778,31.00,"Giovani 15-34","TV Tradizionale"
1654,166,6,"2024-02-15","Prime Time","Lazio",1449654,7.00,"Tutti","Smart TV"
1655,166,6,"2024-02-15","Prime Time","Lombardia",297618,18.00,"Giovani 15-34","Smart TV"
1656,166,6,"2024-02-15","Prime Time","Piemonte",1363220,24.00,"Responsabili Acquisto","TV Tradizionale"
1657,166,6,"2024-02-15","Prime Time","Puglia",465204,27.00,"Giovani 15-34","Smart TV"
1658,166,6,"2024-02-15","Prime Time","Sicilia",1808153,21.00,"Tutti","TV Tradizionale"
1659,166,6,"2024-02-15","Prime Time","Toscana",1097822,23.00,"Giovani 15-34","Streaming"
1660,166,6,"2024-02-15","Prime Time","Veneto",1585329,8.00,"Adulti 25-54","Streaming"
1661,167,6,"2024-02-18","Prime Time","Calabria",1902789,12.00,"Responsabili Acquisto","Streaming"
1662,167,6,"2024-02-18","Prime Time","Campania",539600,34.00,"Tutti","Streaming"
1663,167,6,"2024-02-18","Prime Time","Emilia-Romagna",422991,29.00,"Giovani 15-34","TV Tradizionale"
1664,167,6,"2024-02-18","Prime Time","Lazio",1061911,24.00,"Tutti","Smart TV"
1665,167,6,"2024-02-18","Prime Time","Lombardia",488547,33.00,"Tutti","Smart TV"
1666,167,6,"2024-02-18","Prime Time","Piemonte",1620062,16.00,"Giovani 15-34","TV Tradizionale"
1667,167,6,"2024-02-18","Prime Time","Puglia",1840875,7.00,"Giovani 15-34","Smart TV"
1668,167,6,"2024-02-18","Prime Time","Sicilia",1804068,9.00,"Tutti","TV Tradizionale"
1669,167,6,"2024-02-18","Prime Time","Toscana",877774,32.00,"Responsabili Acquisto","Streaming"
1670,167,6,"2024-02-18","Prime Time","Veneto",583058,33.00,"Tutti","Streaming"
1671,168,6,"2024-02-21","Prime Time","Calabria",240731,24.00,"Tutti","Streaming"
1672,168,6,"2024-02-21","Prime Time","Campania",1259593,31.00,"Giovani 15-34","Streaming"
1673,168,6,"2024-02-21","Prime Time","Emilia-Romagna",823895,33.00,"Adulti 25-54","TV Tradizionale"
1674,168,6,"2024-02-21","Prime Time","Lazio",649480,9.00,"Adulti 25-54","Smart TV"
1675,168,6,"2024-02-21","Prime Time","Lombardia",1424453,10.00,"Responsabili Acquisto","Smart TV"
1676,168,6,"2024-02-21","Prime Time","Piemonte",715049,19.00,"Responsabili Acquisto","TV Tradizionale"
1677,168,6,"2024-02-21","Prime Time","Puglia",529429,30.00,"Adulti 25-54","Smart TV"
